key,english,czech
"project_overview.go_to_projects","Go to Projects",""
"project_overview.link_monitoring","Link it to this project to see error tracking stats.",""
"project_overview.link_to_project","Link to Project",""
"project_overview.project_slug","Project slug",""
"project_overview.project_slug_placeholder","my-project",""
"project_overview.save","Save",""
"project_overview.open_issues","Open issues",""
"project_overview.open_prs","Open PRs",""
"project_overview.open_mrs","Open MRs",""
"project_overview.commits_this_week","Commits this week",""
"project_overview.default_branch","Default branch",""
"project_overview.last_push","Last push",""
"project_overview.unresolved_issues","Unresolved issues",""
"project_overview.events_24h","Events (24h)",""
"project_overview.events_7d","Events (7d)",""
"project_overview.loading_stats","Loading stats...",""
"project_overview.failed_to_load","Failed to load stats",""
"project_overview.retry","Retry",""
"project_overview.no_project_selected","No project selected",""
"project_overview.select_project_hint","Select a dev project to see its overview.",""
"plugins.title","Plugins",""
"plugins.subtitle","Extend your workspace with plugins. Toggle to show or hide from the sidebar.",""
"plugins.artist_label","Artist",""
"plugins.artist_desc","Generate 3D models with Blender, create images with Leonardo AI, and manage creative assets.",""
"plugins.dev_tools_label","Dev Tools",""
"plugins.dev_tools_desc","Project management, context mapping, idea scanning, triage, and task runner utilities.",""
"plugins.doc_signing_label","Doc Signing",""
"plugins.doc_signing_desc","Sign and verify documents with digital signatures directly from your workspace.",""
"plugins.obsidian_brain_label","Obsidian Brain",""
"plugins.obsidian_brain_desc","Connect your Obsidian vault for knowledge retrieval, note browsing, and sync.",""
"plugins.ocr_label","OCR",""
"plugins.ocr_desc","Extract text from images and PDFs using Gemini Vision or Claude multimodal.",""
"plugins.artist.title","Artist",""
"plugins.artist.subtitle","Generate 3D models, create images, and manage creative assets",""
"plugins.artist.tab_creative_studio","Creative Studio",""
"plugins.artist.tab_gallery","Gallery",""
"plugins.artist.tab_media_studio","Media Studio",""
"plugins.artist.creative_studio_title","Creative Studio",""
"plugins.artist.creative_studio_desc","Generate 3D models with Blender MCP, create images with Leonardo AI, and analyze with Gemini — all from one session.",""
"plugins.artist.env_status","Environment Status",""
"plugins.artist.ready","Ready",""
"plugins.artist.refresh","Refresh",""
"plugins.artist.checking_env","Checking environment...",""
"plugins.artist.not_found","Not found",""
"plugins.artist.install_from_blender","Install from blender.org",""
"plugins.artist.installed","Installed",""
"plugins.artist.not_installed","Not installed",""
"plugins.artist.installing","Installing...",""
"plugins.artist.install","Install",""
"plugins.artist.image_gen_tools","Image Generation Tools",""
"plugins.artist.connected_healthy","Connected & healthy",""
"plugins.artist.connected_not_verified","Connected (not verified)",""
"plugins.artist.not_connected","Not connected",""
"plugins.artist.connect","Connect",""
"plugins.artist.creative_session","Creative Session",""
"plugins.artist.streaming","streaming",""
"plugins.artist.no_tools_connected","No tools connected",""
"plugins.artist.clear_session","Clear session",""
"plugins.artist.empty_session_hint","Describe what you'd like to create. The session uses Claude CLI with access to your connected creative tools.",""
"plugins.artist.example_forest","Create a low-poly forest scene in Blender",""
"plugins.artist.example_portrait","Generate a cyberpunk character portrait",""
"plugins.artist.example_mockup","Design a product mockup with lighting",""
"plugins.artist.describe_create","Describe what to create...",""
"plugins.artist.connect_tools_first","Connect tools above to start creating...",""
"plugins.artist.cancel","Cancel",""
"plugins.artist.delete","Delete",""
"plugins.artist.edit_tags","Edit Tags",""
"plugins.artist.tags_prompt","Tags (comma-separated):",""
"plugins.artist.mode_2d","2D Images",""
"plugins.artist.mode_3d","3D Models",""
"plugins.artist.search","Search...",""
"plugins.artist.sort_date","Date",""
"plugins.artist.sort_name","Name",""
"plugins.artist.sort_size","Size",""
"plugins.artist.scanning","Scanning...",""
"plugins.artist.scan_folder","Scan Folder",""
"plugins.artist.watching","Watching:",""
"plugins.artist.loading_assets","Loading assets...",""
"plugins.artist.no_images_yet","No images yet",""
"plugins.artist.no_models_yet","No models yet",""
"plugins.artist.scan_import_images_hint","Click ""Scan Folder"" to import images from your Artist folder, or create them using the Blender Studio tab.",""
"plugins.artist.scan_import_models_hint","Click ""Scan Folder"" to import 3D models from your Artist folder, or create them using the Blender Studio tab.",""
"plugins.artist.auto_rotate","Auto-rotate",""
"plugins.artist.wireframe","Wireframe",""
"plugins.artist.lighting_studio","Studio",""
"plugins.artist.lighting_outdoor","Outdoor",""
"plugins.artist.lighting_soft","Soft",""
"plugins.artist.preview_not_available","Preview not available",""
"plugins.artist.preview_glb_hint","Only .glb and .gltf files can be previewed inline. Export from Blender as glTF for best compatibility.",""
"plugins.artist.viewer_3d","3D Viewer",""
"plugins.artist.viewer_3d_hint","Install @react-three/fiber and @react-three/drei to enable interactive 3D previews with orbit controls.",""
"plugins.artist.tags_label","Tags:",""
"plugins.dev_tools.no_project_configured","No dev project configured",""
"plugins.dev_tools.create_project_hint","Create a project first to use scanner tools.",""
"plugins.dev_tools.create_project","Create Project",""
"plugins.dev_tools.select_project","Select a project...",""
"plugins.dev_tools.context_map_title","Context Map",""
"plugins.dev_tools.context_map_subtitle","Scan codebases into business-feature contexts",""
"plugins.dev_tools.group","Group",""
"plugins.dev_tools.scan_codebase","Scan Codebase",""
"plugins.dev_tools.files","files",""
"plugins.dev_tools.keywords","Keywords",""
"plugins.dev_tools.entry_points","Entry Points",""
"plugins.dev_tools.no_context_groups","No context groups yet",""
"plugins.dev_tools.scan_or_create","Scan your codebase or create groups manually",""
"plugins.dev_tools.add_group","Add Group",""
"plugins.dev_tools.group_name_placeholder","Group name...",""
"plugins.dev_tools.create","Create",""
"plugins.dev_tools.no_contexts_in_group","No contexts in this group yet",""
"plugins.dev_tools.scanning_codebase","Scanning Codebase",""
"plugins.dev_tools.analyzing_codebase","Claude is analyzing your codebase...",""
"plugins.dev_tools.cancel_scan","Cancel scan",""
"plugins.dev_tools.waiting_for_output","Waiting for output...",""
"plugins.dev_tools.start_competition","Start a Competition",""
"plugins.dev_tools.competition_desc","Spawn 2–4 competitors with different strategies, each in a Claude Code worktree.",""
"plugins.dev_tools.task_title","Task title",""
"plugins.dev_tools.task_description","Task description (optional)",""
"plugins.dev_tools.strategy_slots","Strategy slots (pick 2–4)",""
"plugins.dev_tools.cost_warning","Cost warning:",""
"plugins.dev_tools.cost_warning_detail","each competitor runs the full task independently (~$0.80 per Claude run). A 4-slot competition ≈ $3.20 in API costs.",""
"plugins.dev_tools.competitions","Competitions",""
"plugins.dev_tools.new_competition","New Competition",""
"plugins.dev_tools.no_competitions","No competitions yet. Start one to have 2–4 Dev Clone variants race on the same task in parallel worktrees.",""
"plugins.dev_tools.active","Active",""
"plugins.dev_tools.past","Past",""
"plugins.dev_tools.select_project_for_competitions","Select a project to see competitions.",""
"plugins.dev_tools.loading_competitors","Loading competitors...",""
"plugins.dev_tools.failed_to_load_detail","Failed to load detail.",""
"plugins.dev_tools.task","Task",""
"plugins.dev_tools.pick_winner","Pick winner",""
"plugins.dev_tools.winner","Winner",""
"plugins.dev_tools.cancel_competition","Cancel competition",""
"plugins.dev_tools.no_goals_constellation","No goals yet. Create goals in the Projects tab to see the constellation.",""
"plugins.dev_tools.your_turn","Your Turn",""
"plugins.dev_tools.agents_turn","Agent's Turn",""
"plugins.dev_tools.done","Done",""
"plugins.dev_tools.no_goals_kanban","No goals yet. Create goals to see them here.",""
"plugins.dev_tools.no_goals_here","No goals here",""
"plugins.dev_tools.lifecycle_title","Dev Lifecycle",""
"plugins.dev_tools.lifecycle_subtitle","Autonomous development flow: scan → goals → review → build → learn",""
"plugins.dev_tools.teardown","Teardown",""
"plugins.dev_tools.auto_setup","Auto-Setup",""
"plugins.dev_tools.adopt_first","Adopt Dev Clone first",""
"plugins.dev_tools.loading_lifecycle","Loading lifecycle status...",""
"plugins.dev_tools.adopt_dev_clone","Adopt Dev Clone",""
"plugins.dev_tools.adopt_dev_clone_desc","Dev Clone is an autonomous developer persona bundled with Personas. It scans your codebase every hour, proposes tasks for review, and builds on approval. Adopting the template creates the persona, registers its tools, and wires its triggers in a single step.",""
"plugins.dev_tools.dev_project","Dev project",""
"plugins.dev_tools.github_repo","GitHub repo",""
"plugins.dev_tools.dev_clone_template","Dev Clone template",""
