key,english,czech
"vault.shared.preparing_ingestion","Preparing ingestion...","Příprava vkládání..."
"vault.shared.ingestion_failed","Ingestion failed","Vkládání selhalo"
"vault.shared.ingestion_done","Done! {chunks} chunks from {docs} files","Hotovo! {chunks} sekcí z {docs} souborů"
"vault.shared.processing_file","Processing: {file}","Zpracovávání: {file}"
"vault.shared.processing","Processing...","Zpracovávání..."
"vault.shared.file_progress","{done}/{total} files","{done}/{total} souborů"
"vault.shared.paste_text","Paste Text","Vložit text"
"vault.shared.title_label","Title","Název"
"vault.shared.title_placeholder","e.g. Product Requirements, Meeting Notes...","např. Požadavky na produkt, Zápisy ze schůzek..."
"vault.shared.content_label","Content","Obsah"
"vault.shared.content_placeholder","Paste your text content here...","Zde vložte textový obsah..."
"vault.shared.ingest","Ingest","Vložit"
"vault.shared.ingesting","Ingesting...","Vkládání..."
"vault.shared.show_full_chunk","Show full chunk","Zobrazit celou sekci"
"vault.shared.show_less","Show less","Zobrazit méně"
"vault.shared.browse_files","Browse Files","Procházet soubory"
"vault.shared.directory","Directory","Složka"
"vault.shared.search_kb","Search your knowledge base","Hledat v bázi znalostí"
"vault.shared.search_kb_hint","Use natural language to find relevant content across your documents.","K nalezení obsahu v dokumentech použijte běžnou řeč."
"vault.shared.search_placeholder","Ask a question or describe what you're looking for...","Položte otázku nebo popište, co hledáte..."
"vault.shared.search","Search","Hledat"
"vault.shared.results_label","Results:","Výsledky:"
"vault.shared.press_enter","Press Enter to search","Stiskněte Enter pro hledání"
"vault.shared.no_results","No results found","Žádné výsledky nenalezeny"
"vault.shared.no_results_hint","Try rephrasing your query or using different keywords.","Zkuste přeformulovat dotaz nebo použít jiná klíčová slova."
"vault.shared.kb_info","Knowledge Base Info","Info o bázi znalostí"
"vault.shared.statistics","Statistics","Statistiky"
"vault.shared.local_embedding","Local Embedding","Lokální embedding"
"vault.shared.label_id","ID","ID"
"vault.shared.label_status","Status","Stav"
"vault.shared.label_embedding_model","Embedding Model","Model embeddingu"
"vault.shared.label_dimensions","Dimensions","Dimenze"
"vault.shared.label_chunk_size","Chunk Size","Velikost sekce"
"vault.shared.label_chunk_overlap","Chunk Overlap","Překryv sekcí"
"vault.shared.label_created","Created","Vytvořeno"
"vault.shared.label_updated","Updated","Aktualizováno"
"vault.shared.label_documents","Documents","Dokumenty"
"vault.shared.label_chunks","Chunks","Sekce"
"vault.shared.status_indexed","indexed","indexováno"
"vault.shared.status_error","error","chyba"
"vault.shared.save_name","Save name","Uložit název"
"vault.shared.rename_credential","Rename credential","Přejmenovat údaje"
"vault.shared.no_documents_heading","No documents yet","Zatím žádné dokumenty"
"vault.shared.no_documents_description","Drop files here, paste text, or scan a directory to start building your knowledge base.","Přetáhněte soubory, vložte text nebo naskenujte složku k zahájení."
"vault.shared.delete_document","Delete document","Smazat dokument"
"vault.shared.chunks_label","{count} chunks","{count} sekcí"
"vault.manager.title","Credentials","Přihlašovací údaje"
"vault.manager.credentials_stored_one","{count} credential stored","{count} přihlašovací údaj uložen"
"vault.manager.credentials_stored_other","{count} credentials stored","{count} přihlašovacích údajů uloženo"
"vault.manager.search_catalog","Search catalog...","Hledat v katalogu..."
"vault.manager.search_credentials","Search credentials...","Hledat údaje..."
"vault.manager.clear_search","Clear search","Smazat hledání"
"vault.manager.loading_credentials","Loading credentials","Načítání údajů"
"vault.manager.no_rotation_support","No credentials support automatic rotation","Žádné údaje nepodporují automatickou rotaci"
"vault.manager.refresh_oauth_one","Refresh {count} OAuth credential","Obnovit {count} OAuth údaj"
"vault.manager.refresh_oauth_other","Refresh {count} OAuth credentials","Obnovit {count} OAuth údajů"
"vault.manager.refreshing","Refreshing...","Obnovování..."
"vault.manager.rotate_count","Rotate ({count})","Rotovat ({count})"
"vault.manager.rotate","Rotate","Rotovat"
"vault.manager.cancel_healthcheck","Cancel healthcheck","Zrušit kontrolu"
"vault.manager.test_all_credentials","Test all credentials","Testovat všechny údaje"
"vault.manager.test_all","Test All","Testovat vše"
"vault.manager.daily_progress","Daily {done}/{total}","Denně {done}/{total}"
"vault.manager.testing_progress","Testing {done}/{total}","Testování {done}/{total}"
"vault.bulk_healthcheck.title","Healthcheck Results","Výsledky kontroly"
"vault.bulk_healthcheck.needs_attention","Needs Attention","Vyžaduje pozornost"
"vault.bulk_healthcheck.slowest_responses","Slowest Responses","Nejpomalejší odezvy"
"vault.health_bar.healthy","healthy","v pořádku"
"vault.health_bar.needs_attention","needs attention","vyžaduje pozornost"
"vault.health_bar.untested","untested","netestováno"
"vault.breadcrumb.aria_label","Vault breadcrumb","Navigační drobečky Trezoru"
"vault.credential_card.deleting","Deleting {name}...","Mazání {name}..."
"vault.credential_card.no_connector","No connector definition available for this credential type.","Definice konektoru pro tento typ údajů není dostupná."
"vault.credential_card.stored_result","Stored connection test result","Uložený výsledek testu"
"vault.credential_card.delete_credential","Delete credential","Smazat údaje"
"vault.credential_card.corrupted","Corrupted","Poškozeno"
"vault.credential_card.corrupted_tooltip","Healthcheck ring buffer metadata is corrupted. Anomaly scores are unavailable until the next successful healthcheck overwrites the bad data.","Metadata kontrol poškozena. Skóre anomálií bude dostupné po další úspěšné kontrole."
"vault.credential_card.field_count_one","{count} field","{count} pole"
"vault.credential_card.field_count_other","{count} fields","{count} polí"
"vault.credential_card.add_tag_placeholder","Add tag...","Přidat štítek..."
"vault.credential_card.add_tag_button","Add tag","Přidat štítek"
"vault.credential_card.remove_tag","Remove tag ""{tag}""","Odebrat štítek ""{tag}"""
"vault.credential_card.copy_credential_id","Copy credential ID","Kopírovat ID údajů"
"vault.credential_card.refresh_oauth","Refresh OAuth token now","Obnovit OAuth token hned"
"vault.credential_card.refresh","Refresh","Obnovit"
"vault.vault_badge.needs_attention","Needs attention","Vyžaduje pozornost"
"vault.vault_badge.secure","Secure","Zabezpečeno"
"vault.vault_badge.unencrypted","{count} unencrypted","{count} nešifrovaných"
"vault.vault_badge.encrypted","Encrypted","Šifrováno"
"vault.vault_badge.encrypted_fallback","Encrypted (fallback key)","Šifrováno (náhradní klíč)"
"vault.vault_badge.vault_needs_attention","Vault needs attention","Trezor vyžaduje pozornost"
"vault.vault_badge.vault_secure","Vault is secure","Trezor je zabezpečen"
"vault.vault_badge.aes_title","AES-256-GCM encryption","Šifrování AES-256-GCM"
"vault.vault_badge.aes_detail","Each credential is encrypted with a unique random nonce, producing tamper-proof ciphertext that only this app can decrypt.","Každý údaj je šifrován s unikátním náhodným nonce, což vytváří zabezpečený text, který dešifruje pouze tato aplikace."
"vault.vault_badge.keychain_title","Master key in OS Keychain","Master klíč v systémové klíčence"
"vault.vault_badge.fallback_key_title","Fallback master key","Záložní master klíč"
"vault.vault_badge.keychain_detail","Your master encryption key is stored in the Windows Credential Manager (or macOS Keychain), protected by your OS login.","Váš hlavní klíč je uložen v systému (Windows Credential Manager / macOS Keychain) a chráněn vaším přihlášením."
"vault.vault_badge.fallback_key_detail","The OS keychain was unavailable, so the master key is derived from your machine identity. Credentials are still encrypted, but OS-level key storage is preferred.","Systémová klíčenka nebyla dostupná, klíč je odvozen z identity stroje. Údaje jsou šifrovány, ale systémové úložiště je preferováno."
"vault.vault_badge.local_title","Credentials never leave this device","Údaje nikdy neopustí toto zařízení"
"vault.vault_badge.local_detail","All secrets are stored in a local SQLite database. Nothing is sent to any server or cloud.","Všechna tajemství jsou v lokální SQLite databázi. Nic se neposílá na server ani do cloudu."
"vault.vault_badge.encrypting","Encrypting...","Šifrování..."
"vault.vault_badge.encrypt_now_one","Encrypt {count} unencrypted credential now","Zašifrovat {count} nešifrovaný údaj"
"vault.vault_badge.encrypt_now_other","Encrypt {count} unencrypted credentials now","Zašifrovat {count} nešifrovaných údajů"
"vault.vault_badge.encrypt_done_one","Done -- {migrated} credential encrypted.","Hotovo – {migrated} údaj zašifrován."
"vault.vault_badge.encrypt_done_other","Done -- {migrated} credentials encrypted.","Hotovo – {migrated} údajů zašifrováno."
"vault.vault_badge.encrypt_partial","Encrypted {migrated}, failed {failed}. Try again or restart the app.","Zašifrováno {migrated}, selhalo {failed}. Zkuste znovu nebo restartujte."
"vault.delete_dialog.title","Delete Credential","Smazat údaje"
"vault.delete_dialog.cannot_undo","This action cannot be undone.","Tuto akci nelze vzít zpět."
"vault.delete_dialog.label_name","Name","Název"
"vault.delete_dialog.label_type","Type","Typ"
"vault.delete_dialog.unverified_warning","Could not verify all dependencies. Some connected agents or automations may not be shown.","Nepodařilo se ověřit všechny závislosti. Někteří agenti nebo automatizace nemusí být zobrazeni."
"vault.card_body.failed_update","Failed to update credential","Aktualizace údajů selhala"
"vault.card_body.authorizing_with","Authorizing with {name}...","Autorizace u {name}..."
"vault.card_body.authorize_with","Authorize with {name}","Autorizovat u {name}"
"vault.card_body.authorize_hint","Launches app-managed {name} consent and updates refresh token after approval.","Spustí proces souhlasu u {name} a po schválení aktualizuje token."
"vault.card_body.consent_completed","{name} consent completed at {time}","Souhlas u {name} dokončen v {time}"
"vault.card_details.tab_intelligence","Intelligence","Inteligence"
"vault.card_details.tab_rotation","Rotation","Rotace"
"vault.card_details.tab_token_lifetime","Token Lifetime","Životnost tokenu"
"vault.card_details.tab_services","Services ({count})","Služby ({count})"
"vault.card_details.tab_events","Events ({count})","Události ({count})"
"vault.card_details.tab_audit","Audit","Audit"
"vault.intelligence_tab.loading","Loading intelligence data","Načítání inteligentních dat"
"vault.intelligence_tab.tab_overview","Overview","Přehled"
"vault.intelligence_tab.tab_dependents","Dependents ({count})","Závislé subjekty ({count})"
"vault.intelligence_tab.tab_audit_log","Audit Log ({count})","Auditní log ({count})"
"vault.intelligence_tab.total_accesses","Total Accesses","Celkem přístupů"
"vault.intelligence_tab.distinct_personas","Distinct Personas","Unikátní persony"
"vault.intelligence_tab.last_24h","Last 24h","Posledních 24 h"
"vault.intelligence_tab.last_7d","Last 7 Days","Posledních 7 dní"
"vault.intelligence_tab.no_usage","No recorded usage. This credential may be unused.","Žádné zaznamenané využití. Tyto údaje jsou možná nepoužívané."
